Detail of Gifts	Item Category	Name of Recipient	Affiliation	Date	Assessed Value	Retention Cost	Retained	Remarks
"One  W/Watch  Rolex
Model  50515
Serial:423T4103"	Watch	"Syed  Yousaf  Raza
Gillani"		23/05/2022	2420000	0	No	No
"a. One  w/watch
Rolex  model  No.
M116680-0002
Sr. No.94R7941
b. One itar
c. One  bottle  of  rose
water
d. Two  Packets  of
dates
e. One jar of honey
f. One bottle of Olive
oil
g. One  packet  of
coffee beans"	Watch	"Syed  Yousaf  Raza
Gillani"		24/05/2022	529000	0	No	No
"One  Gun  Sr.
No.TC.MSB0024,
Model MPT-55"	Weapons	"Syed  Yousaf  Raza
Gillani"		26/05/2022	150000	60000	Yes	Yes
"a. National  Emblem
of Qatar (Falcon)"		"Syed  Yousaf  Raza
Gillani"	Bureaucracy	30/05/2022	88000	0	No	No
One Marble glass		"Syed  Zulfiqar
Bukhari"		17/02/2020	70000	0	No	No
One Frame		"Syed  Zulfiqar
Bukhari"		17/02/2020	6000	0	No	No
"a. One  box
containing  Rolex
Sr.No.M116681-
0002  (without
warranty card)
b. One  bottle  of
fragrance  of  Taif
Rose Bride Rate
c. One  box
containing  food
(dates,  olive  oil,
honey,  rose  water
and Arabic kehwa)"		"Syed  Zulfiqar  Abbas
Bukhari"	PPP	07/06/2022	14471680	0	No	No
"One  hand  painted
Tea set (5 pieces)"	Crockery	Syed  Zulfiqar Bukhari	PTI	02/03/2020	0	15000	Yes	Yes
"a. One souvenir
b. One shield
c. One photo Album"		Syed Abrar Hussain	PTI	13/06/2022	33000	1500	Yes	Yes
"a. One onyx plate
b. One scarf
c. One pair of shoes"		Syed Abrar Hussain		13/06/2022	22000	0	Yes	Yes
"One  Elizi  locket  with
chain"		Syed Afzal Shah		13/06/2022	125000	0	"Displayed
at Prime
Minister
House"	"Displayed
at Prime
Minister
House"
One Wrist Watch Bvlgari	Watch	Syed Ahsan Raza Shah	Military	29/03/2002	85000	11250	Yes	Yes
One Tasbih		Syed Ali Haider Gilani	PMLN	13/06/2022	45000	0	"Displayed
at Prime
Minister"	"Displayed
at Prime
Minister"
"One decoration  piece
(duly framed) (onyx)"		"Syed Muhammad Danish
Ali"	PMLN	13/06/2022	12000	0	Yes	Yes
One vase (opal glass)	Decoration Pieces	"Syed Sumsam Ali S.
Bokhari"	PMLN	13/06/2022	22000	0	Yes	Yes
One Rifle (MPT-55)	Weapons	Syed Tariq  Fatemi	PMLN	13/06/2022	150000	0	"Displayed
at Prime
Minister
House"	"Displayed
at Prime
Minister
House"
One decoration piece		Syed Tariq  Fatemi	PMLN	13/06/2022	50000	0	"Displayed
at Prime
Minister
House"	"Displayed
at Prime
Minister
House"
"One  box  containing
one  bowl,  one  plate
and  one  cup  with
saucer"		Syed Tariq  Fatemi	PMLN	13/06/2022	10000	0	Yes	Yes
"One  box  containing
one bowl, one plate &
one cup with saucer"		Syed Tariq  Fatemi	Military	15/06/2022	10000	0	Yes	Yes
"One  model  of  Masjid-e-
Aqsa"		Syed Yousaf Raza Gillani	PTI	28/10/2019	0	0	Yes	Yes
"One  carpet  (wall
hanging)"	Carpet	Syed Yousaf Raza Gillani	PMLN	16/06/2022	30000	0	Yes	Yes
"Arabic Coffee pot with
three cups"		Syed Yousaf Raza Gillani	PMLN	16/06/2022	0	0	Yes	Yes
"Arabic  kehwa  with
three cups"		Syed Yousaf Raza Gillani	PPP	17/06/2022	26000	0	Yes	Yes
"One  box  containing
ladies suit"		Syed Yousaf Raza Gillani		20/06/2022	5000	0	Yes	Yes
"a. One W/watch
b. One locket (zyros)
c. One  W/watch
(zyros)"	Watch	Syed Yousaf Raza Gillani	Military	21/06/2022	40000	5000	Yes	Yes
One surahi		Syed Yousaf Raza Gillani	PMLN	23/06/2022	22000	0	Yes	Yes
Three footballs		Syed Yousaf Raza Gillani	PMLN	23/06/2022	0	0	Yes	Yes
"a. One  model  of  door
of Khana Kaaba
b. One  box
containing Chogha"		"Syed Zulfiqar
Bukhari"	PMLN	23/06/2022	70000	0	No	No
One Rug		Syeda  Fiza  Batool  Gilani	Bureaucracy	23/06/2022	25000	0	No	No
"a. One  Gun  (duly
framed)
b. One carpet"	Carpet	Syeda  Fiza  Batool  Gilani	PMLN	23/06/2022	0	0	"Sr.No.(a)
Deposited
in
Toshakhana
Sr.No.(b)
In process"	"Sr.No.(a)
Deposited
in
Toshakhana
Sr.No.(b)
In process"
One Vase Black	Decoration Pieces	"Syeda  Sughra
Hussain Imam"	PTI	07/10/2020	27000	0	Yes	Yes
"a) One Carpet
b) One Book"	Carpet	Tariq  Azim  Khan	PTI	07/10/2020	2700	0	Yes	Yes
"a) One Dagger
b) One Shawl"		Tariq  Azim  Khan	PTI	07/10/2020	0	0	Yes	Yes
"One  Silk  Stamp
Album  of
Impression  on
Beijing"		Tariq  Azim  Khan	PTI	07/10/2020	0	0	Yes	Yes
One Carpet	Carpet	Tariq  Azim  Khan	PTI	19/10/2020	18000	0	Yes	Yes
"One  envelope
containing:-
a. Book
b. Wall clock
c. T.shirt
d. Cap
e. Model of camel"		Tariq  Hameed		07/12/2021	4500	0	Yes	Yes
"a.  Two  Ladies
 
Handbags: -
(i)  One  handbag  Rug
type"	Bags	Tariq Hameed		07/12/2021	8000	9500	Yes	Yes
One carpet	Carpet	Tariq Hameed		07/12/2021	12000	0	Yes	Yes
"One  Silk  Carpet
(Handmade)(330  x
200cm  approx)
(Uzbekistan)"	Carpet	Tassawar	PTI	26/07/2021	200000	0	No	No
One wooden locker box		"Tayyab  Wadood
Anwar"	PTI	30/04/2019	10000	0	No	No
"a. One Towel
b. One bedsheet"		Umer  Farooq	Military	07/12/2021	5000	0	Yes	Yes
Two small silver Bowls	Decoration Pieces	Unknown	Gen Mush	08/01/2002	5000	0	Yes	Yes
"Metal  decoration
piece"	Decoration Pieces	Unknown	Bureaucracy	14/07/2003	800	0	Yes	Yes
"One  wrist  watch
Movado  Model  No.
6024G"	Watch	"Unknown  (gifts  were  lying  in  the
office  of  Minister  for  Foreign  Affairs
since long)"	PTI	07/07/2022	75000	0	No	No
"a. One mug
b. One cap
c. One diary
d. One usb"		"Unknown  (gifts  were  lying  in  the
office  of  Minister  for  Foreign  Affairs
since long)"	PTI	07/07/2022	2300	0	Yes	Yes
"One  W/watch
Victorinox"	Watch	"Unknown  (gifts  were  lying  in  the
office  of  Minister  for  Foreign  Affairs
since long)"	Police	15/07/2022	100000	35000	Yes	Yes
One W/watch Hanowa	Watch	"Unknown  (gifts  were  lying  in  the
office  of  Minister  for  Foreign  Affairs
since long)"	Police	15/07/2022	75000	22500	Yes	Yes
One  W/watch  Rolex	Watch	"Unknown  (gifts  were  lying  in  the
office  of  Minister  for  Foreign  Affairs
since long)"		15/07/2022	3800000	0	Displayed	Displayed
"One  W/watch  Rolex
(M126333-0017)
(No.327AJ791)"	Watch	"Unknown  (gifts  were  lying  in  the
office  of  Minister  for  Foreign  Affairs
since long)"	PPP	15/07/2022	3750000	0	No	No
"One  model  of  Muqam
-e-Ibrahim"		"Unknown  (gifts  were  lying  in  the
office  of  Minister  for  Foreign  Affairs
since long)"		21/07/2022	35000	2500	In Process	In Process
"One  tea  cup,  one  key
chain,  one  diary  &
one pen"	Crockery	"Unknown  (gifts  were  lying  in  the
office  of  Minister  for  Foreign  Affairs
since long)"		21/07/2022	1500	0	No	No
"One  glass  plate  with
stand"		"Unknown  (gifts  were  lying  in  the
office  of  Minister  for  Foreign  Affairs
since long)"	PMLN	25/07/2022	3000	0	Yes	Yes
"One  envelope
containing:-
a. T.shirt
b. Track suit
c. pair of shoes
d. book
e. wall clock
f. T.shirt
g. Cap
h. Model of camel"		Usman  Ahmad	Military	07/12/2021	23200	0	Yes	Yes
"a. One Carpet
b. One Blanket/ Quilt
c. One  Leather  Hand
Bag  (The  Bridge)
alongwith  Book  and
Pen
d. One  I-Pad  (AyTab
10.1)
e. One box having Two
Coins
(i)  One  Silver  Coin
(28.90  grams)
Approx.
(ii)  One  Gold  Coin
(40.01gram)
Approx.
f. Two Bed Sheets
g. Two Towels: -
(i) One small
(ii) One Large
h. One Souvenir"	Carpet	Usman  Ahmed	PTI	07/12/2021	1115300	263825	Yes	Yes
"One  Table  Clock  with
model of horse"		"Usman  Ahmed
"	PMLN	30/08/2022	60000	0	"Displayed
at Prime
Minister
House"	"Displayed
at Prime
Minister
House"
"Packet  1  &  2  (total
items):-
(a) Two  vitamin
Gurplandyryjy
(b) Two  Green  Tea
Bowrek daskeselini
(c)Two  Green  Tea
Bagyr we OT haltanyn
(d)Two    Buyan  Koki
(Saglyk)
(e) Ten sachet wipes
(f)Two Packet of Wipes
(Dez-desmal)
(g)Two  Uzarlik  Hasbay
Ys Beriji
(h)Two  Saglyk  (Drink
Tea) Melhem Cay
(i)Two  Zenjebil"	Food	"Waqar
Ahmed"	PTI	07/12/2021	6733	0	Yes	Yes
"One  envelope
containing:-
a. Book
b. Wall clock
c. T.shirt
d. Cap
e. Model of camel
f. pen"		"Waqar
Ahmed"		07/12/2021	4500	0	Yes	Yes
"One  envelope
containing
a. Book
b. Wall clock
c. T.shirt
d. Cap
e. Model of camel
f. pen"		"Waqar
Ahmed"		07/12/2021	4500	0	Yes	Yes
"One  box  containing
TCL  Sweeva2000
Cleaning Robot"		Waqar  Ahmad		29/07/2022	33000	0	No	No
"One  Dagger  (duly
framed)"		Waqar  Ahmed	PMLN	29/08/2022	50000	0	No	No
"a. One  wooden  wall
hanging
b. One  wooden
souvenir
c. One carved knife"		Waqar  Ahmed		03/09/2022	33000	1500	Yes	Yes
One surahi with plate		Waqar  Ahmed	PMLN	07/09/2022	22000	0	Yes	Yes
"One  Model  of  Door  of
Khana Kaaba"		Waqar  Ahmed	PMLN	18/10/2022	35000	0	"Displayed
at Prime
Minister
House"	"Displayed
at Prime
Minister
House"
One Onyx Plate.		Waqar  Ahmed	PMLN	18/10/2022	12000	0	Yes	Yes
"One  Calligraphy  duly
framed"		Waqar  Ahmed		20/10/2022	42000	6000	Yes	Yes
"One  box  containing
TCL  Sweeva2000
Cleaning Robot"		Waqar  Mehsood  Khan		29/07/2022	33000	0	No	No
"a. One Flower Vase
b.  One  Picture  of
Horse (duly framed)"	Decoration Pieces	Waqar  Mehsood  Khan	PMLN	30/07/2022	77000	0	"Sr.No.(a)
displayed at
Prime
Minister
house
Sr.No.(b)
deposited
in
Toshakhana"	"Sr.No.(a)
displayed at
Prime
Minister
house
Sr.No.(b)
deposited
in
Toshakhana"
"One  Vase  (Blue  &
White color)"	Decoration Pieces	Waqar  Mehsood  Khan	PPP	10/08/2022	22000	0	Yes	Yes
One surahi		Waqar  Mehsood  Khan	PMLN	17/08/2022	25000	0	Yes	Yes
One model of cow		Waqar  Mehsood  Khan	PMLN	17/08/2022	8000	0	Yes	Yes
"One  Model  of  Door  of
Khana Kaaba"		Waqar Ahmad	PMLN	18/10/2022	35000	0	"Displayed
at Prime
Minister
House"	"Displayed
at Prime
Minister
House"
One Onyx Plate.		Waqar Ahmad	PMLN	18/10/2022	12000	0	Yes	Yes
"One  Calligraphy  duly
framed"		Waqar Ahmad		20/10/2022	42000	6000	Yes	Yes
"a. One Traditional scarf
b. 1 x Ladies Hand bag
c. Two caps (woolen)"	Clothes	Waqar Ahmed		07/12/2021	12250	0	Yes	Yes
"a. Two  metallic
Persian vase
b. Two  Persian
metallic  table
cloth"	Decoration Pieces	Waqar Ahmed		15/09/2022	29000	0	Yes	Yes
"a. One wooden plate
b. One wooden chess"		Waqar Ahmed		20/09/2022	26000	0	Yes	Yes
One wall hanging		Waseem  Abbas	PMLN	17/08/2022	0	0	Yes	Yes
Onyx Plate		"Wife  of  Ahsan
Iqbal"	PMLN	29/09/2022	2200	0	Yes	Yes
"Souvenir  (damaged
gift item)"		Wife  of  Dr.  Arif Alvi	PMLN	23/06/2022	8000	0	No	No
"One  box  containing
souvenir"		Wife  of  Dr.  Arif Alvi	PTI	24/06/2022	10413	0	Yes	Yes
"One  painting  duly
framed  (blue
covering)"		Wife  of  Dr.  Arif Alvi	PMLN	28/06/2022	12000	0	Yes	Yes
"a. One vase
b. One  model  of
orange Train"	Decoration Pieces	Wife  of  Dr.  Arif Alvi	PMLN	30/06/2022	32000	0	Yes	Yes
"a. One honey
b. Bhutan herbal tea
c. Jam"	Food	Wife  of  Dr.  Arif Alvi	PMLN	30/06/2022	4600	0	Yes	Yes
"One  decorated clay
plate & one bowl"		Wife  of  Dr.  Arif Alvi	PTI	04/07/2022	60000	15000	Yes	Yes
"One  box  containing
white  porcelain  vase
with  butterfly  orchid
pattern"	Decoration Pieces	Wife  of  Dr.  Arif Alvi	PPP	04/07/2022	22000	0	Yes	Yes
"a. One Honey
b. One  Bhutan
Herbal tea
c. One Jam"	Food	Wife  of  Dr.  Arif Alvi	PTI	04/07/2022	9200	0	Yes	Yes
"a. One  vase
(Persian) (White &
Blue) (large)
b. One  vase  (Blue)
(Persian) (small)"	Decoration Pieces	Wife  of  Dr.  Arif Alvi	PPP	05/07/2022	88000	7000	In Process	In Process
"One  embroidery
galloping horse"		Wife  of  Dr.  Arif Alvi	PMLN	05/07/2022	55000	0	No	No
"a. One power bank
b. One diary
c. One pen
d. One key chain
e. One calendar
f. Pair of airpods"	"Tech, pen"	Wife  of  Dr.  Arif Alvi	PTI	05/07/2022	12600	0	Yes	Yes
"a. One broach
b. One plate
c. One  crystal
decoration block
d. One bowl"	Decoration Pieces	Wife  of  Dr. Arif Alvi	Military	22/07/2004	7500	0	Yes	Yes
"a. One  decoration
piece
b. One bowl crystal
c. One bowl blue
d. One  (printed
cloth)  Crystal
bowl"	Decoration Pieces	Wife  of  Dr. Arif Alvi	Military	22/07/2004	7300	0	Yes	Yes
One small carpet	Carpet	Wife  of  Dr. Arif Alvi	PPP	10/08/2004	1000	0	Yes	Yes
"Mobile  Phone
(Motorola V290)"	Phone	Wife  of  Dr. Arif Alvi	Bureaucracy	11/08/2004	5000	0	Yes	Yes
"Mobile  Phone
(Motorola V290)"	Phone	Wife  of  Dr. Arif Alvi	Bureaucracy	11/08/2004	5000	0	Yes	Yes
"a. One wooden chess
b. One souvenir"		"Wife  of  Mr.  Aizaz
Ahmed Chaudhry"		29/09/2022	26000	0	Yes	Yes
"a. 24k gold  plated
stand.
b. 24k  gold  premium
still water.
c. Handmade  carpet
silk  carpet  natural
dyes size 2x3m
d. One bag with pen
e. One  Chocolate/
Dessert
f. Engraved
Silver/Gold  plated
pen
g. Framed picture.
h. Set of nine books.
i. Set of four books"	Carpet	"Wife  of  Mr.  Khurshid  M,
Kasuri, Foreign Minister"	PMLN	29/09/2022	562400	0	"Sr.No.(a,b,f
) displayed
at Prime
Minister
House
Sr.No.(c) in
process
Sr.No.(d,e,
g,h,i)
deposited
in
Toshakhana"	"Sr.No.(a,b,f
) displayed
at Prime
Minister
House
Sr.No.(c) in
process
Sr.No.(d,e,
g,h,i)
deposited
in
Toshakhana"
"a. 24k gold  plated
stand.
b. 24k  gold  premium
still water.
c. Handmade  carpet
silk  carpet  natural
dyes size 2x3m
d. One bag with pen
e. One  Chocolate/
Dessert
f. Engraved
Silver/Gold  plated
pen
g. Framed picture.
h. Set of nine books.
i. Set of four books"	Carpet	"Wife  of  Mr.  Khurshid  M.
Kasuri"	PMLN	29/09/2022	562400	0	"Sr.No.(a,b,f
) displayed
at Prime
Minister
House
Sr.No.(c) in
process
Sr.No.(d,e,
g,h,i)
deposited
in
Toshakhana"	"Sr.No.(a,b,f
) displayed
at Prime
Minister
House
Sr.No.(c) in
process
Sr.No.(d,e,
g,h,i)
deposited
in
Toshakhana"
"Metallic  Sculpture
Horse"		"Wife  of  Mr.  Khurshid  M.
Kasuri"	PMLN	29/09/2022	28000	0	Yes	Yes
"Metallic  Sculpture
Horse"		"Wife  of  Mr.  Khurshid  M.
Kasuri, Foreign Minister"	PMLN	29/09/2022	28000	0	Yes	Yes
"24k Silver/Gold plated
vase"	Decoration Pieces	"Wife  of  Mr.  Shahid
Khaqan  Abbasi"	PMLN	29/09/2022	400000	185000	"Displayed
at Prime
Minister
House"	"Displayed
at Prime
Minister
House"
"Books  of  Uzbek
products"		"Wife  of  Mr.  Shahid
Khaqan  Abbasi"	PMLN	29/09/2022	33000	1500	Yes	Yes
"a. Painting
b. Chocolate Box"		"Wife  of  Mr.  Shahid
Khaqan  Abbasi"	PMLN	29/09/2022	38000	0	No	No
"a. Chocolate  and
Honey
b. Honey Jar"		"Wife  of  Mr.  Shahid
Khaqan  Abbasi"	PMLN	29/09/2022	22000	0	Yes	Yes
"a. Chocolate  and
Honey
b. Honey Jar"		"Wife  of  Mr.  Shahid
Khaqan  Abbasi,
Minister  of  Petroleum
& Natural Resources"	PMLN	29/09/2022	22000	0	Yes	Yes
"24k Silver/Gold plated
vase"	Decoration Pieces	"Wife  of  Mr.  Shahid
Khaqan Abbasi"	PMLN	29/09/2022	400000	185000	"Displayed
at Prime
Minister
House"	"Displayed
at Prime
Minister
House"
"Books  of  Uzbek
products"		"Wife  of  Mr.  Shahid
Khaqan Abbasi"	PMLN	29/09/2022	33000	1500	Yes	Yes
"a. Painting
b. Chocolate Box"		"Wife  of  Mr.  Shahid
Khaqan Abbasi"	PMLN	29/09/2022	38000	0	No	No
One cutlery set	Crockery	Wife  of  Mr. Imran Khan	Military	23/04/2002	8000	0	Yes	Yes
"a. One carpet
b. One  picture
frame
c. One brass vas"	Carpet	Wife  of  Mr. Mamnoon	Military	22/07/2004	42700	7365	Yes	Yes
Wrist Watch Roberge	Watch	Wife  of  Mr. Mamnoon	Military	25/07/2004	25000	2250	Yes	Yes
"a. Model  of  Masjid-
e-Nabvi
b. Holy  Quran  +  32
audio
c. Piece of Ghulaf-e-
Kabah
d. MP-5 Gun"	Weapons	Wife  of  Mr. Mamnoon	Gen Mush	26/07/2004	200000	28500	Yes	Yes
"a. One Carpet
b. One Saree"	Carpet	Wife  of  Mr. Mamnoon	Gen Mush	26/07/2004	8500	0	Yes	Yes
Decoration piece	Decoration Pieces	Wife  of  Mr. Mamnoon	Gen Mush	26/07/2004	8000	0	Yes	Yes
Book		Wife  of  Mr. Mamnoon	Gen Mush	26/07/2004	0	0	Yes	Yes
Wrist Watch Roberge	Watch	Wife  of  Mr. Mamnoon	Military	27/07/2004	25000	2250	Yes	Yes
"a. Set of cufflinks
b. One tie"		Wife  of  Mr. Mamnoon	Gen Mush	27/07/2004	3000	0	Yes	Yes
"One  Painting  duly
framed"		Wife  of  Mr. Mamnoon	Gen Mush	28/07/2004	3000	0	Yes	Yes
One  Jewellary box  (made  of Lipazic)	Jewellery/Accessories	Wife  of  Mr. Mamnoon Hussain	Gen Mush	20/04/2002	400	0	Yes	Yes
A wall hanging plate		Wife  of  Mr. Mamnoon Hussain	Bureaucracy	31/07/2004	4000	0	Yes	Yes
"Small  brass  water
container"		Wife  of  Mr. Mamnoon Hussain	Bureaucracy	31/07/2004	1800	0	Yes	Yes
Ceramic plate		Wife  of  Mr. Mamnoon Hussain	PPP	10/08/2004	1500	0	Yes	Yes
"Mobile  Phone
(Motorola V290)"	Phone	Wife  of  Mr. Mamnoon Hussain	Bureaucracy	11/08/2004	5000	0	Yes	Yes
One model of ship		"Wife  of  Prime
Minister,  Yousaf
Raza Gillani"	PTI	30/09/2022	270000	0	No	No
"Wooden
Decoration piece"	Decoration Pieces	Wife  of  Syed  Yousaf  Raza Gillani	Bureaucracy	06/05/2002	0	0	Auctioned	"Auctioned
for
Rs.1,210/-"
One model of ship		"Wife  of  Yousaf
Raza Gillani"	PTI	30/09/2022	270000	0	No	No
"One  coffee  cup  with
plate"		"Wife  of M.
Zakaullah"	Bureaucracy	20/09/2022	4000	0	Yes	Yes
Bank Souvenir		Wife  of Mr.  Shaukat  Aziz	Gen Mush	17/05/2002	0	0	Yes	Yes
"One  DVD  Set
with speakers"	Tech	Wife  of Mr.  Shaukat  Aziz	Gen Mush	18/05/2002	11300	195	Yes	Yes
"One  decoration
piece"	Decoration Pieces	Wife  of Mr.  Shaukat  Aziz	Gen Mush	29/05/2002	2300	0	Yes	Yes
One  coffee machine	Tech	Wife  of Mr.  Shaukat  Aziz	Gen Mush	31/05/2002	11500	225	Yes	Yes
One  pocket watch	Watch	Wife  of Mr.  Shaukat  Aziz	Gen Mush	31/05/2002	5250	37.5	Yes	Yes
One carpet	Watch	Wife  of Mr.  Shaukat  Aziz	Gen Mush	31/05/2002	5250	37.5	Yes	Yes
One  mantle (trophy shape)	Decoration Pieces	Wife  of Mr.  Shaukat  Aziz	Gen Mush	01/06/2002	1600	0	Yes	Yes
One carpet	Carpet	Wife  of Mr.  Shaukat  Aziz	Gen Mush	04/06/2002	7000	0	Yes	Yes
One carpet	Carpet	Wife  of Mr.  Shaukat  Aziz	Gen Mush	04/06/2002	7000	0	Yes	Yes
One carpet	Carpet	Wife  of Mr.  Shaukat  Aziz	Gen Mush	06/06/2002	10000	0	Yes	Yes
One Carpet	Carpet	Wife  of Mr.  Shaukat  Aziz	Gen Mush	06/06/2002	7000	0	Yes	Yes
"One  table  set (table  watch, key  ring,  slip pad,  cutter  and pen etc)"	Watch	Wife  of Mr.  Shaukat  Aziz	Gen Mush	06/06/2002	3500	0	Auctioned	"Auctioned
for
Rs.2,000/-"
"One decoration
piece"	Decoration Pieces	Wife  of Mr.  Shaukat  Aziz	Gen Mush	06/06/2002	3200	0	Yes	Yes
"Desk  Set  (table watch,  key  ring, slip  pad,  cutter and pen etc)"	Watch	Wife  of Mr.  Shaukat  Aziz	Gen Mush	07/06/2002	3500	0	Auctioned	"Auctioned
for
Rs.1,505/-"
One flower vase	Decoration Pieces	Wife  of Mr.  Shaukat  Aziz	Military	10/06/2002	13000	450	Yes	Yes
One  Wrist watch  Daewoo gents	Watch	Wife  of Mr.  Shaukat  Aziz	Bureaucracy	10/06/2002	1500	0	Yes	Yes
One  Wrist watch  Daewoo ladies	Watch	Wife  of Mr.  Shaukat  Aziz	Bureaucracy	10/06/2002	1500	0	Yes	Yes
One Holy Quran	Decoration Pieces	Wife  of Mr.  Shaukat  Aziz	Military	10/06/2002	0	0	Yes	Yes
"One brief case
having: -
One  wrist watch gents
One  ladies wrist watch
One  pen  in white gold
Pair  of  ear studs
One tasbih"	Watch	Wife  of Mr.  Shaukat  Aziz	Bureaucracy	13/06/2002	170000	24000	Yes	Yes
"One  golden
piece  of  golden
horse"	Decoration Pieces	Wife  of Mr.  Shaukat  Aziz	Bureaucracy	13/06/2002	3200	0	Yes	Yes
One  revolver colt 44 cal	Weapons	Wife  of Mr.  Shaukat  Aziz	Military	14/06/2002	72000	9300	Yes	Yes
One  jewellery box	Jewellery/Accessories	Wife  of Mr.  Shaukat  Aziz	Military	14/06/2002	4300	0	Yes	Yes
One decoration piece	Decoration Pieces	Wife  of Mr.  Shaukat  Aziz	Military	14/06/2002	1425	0	Yes	Yes
One  Ladies Suit pieces	Decoration Pieces	Wife  of Mr.  Shaukat  Aziz	Military	14/06/2002	1425	0	Yes	Yes
One  Wrist  watch Daewoo gents	Watch	Wife  of Mr.  Shaukat  Aziz	Bureaucracy	15/06/2002	1500	0	Yes	Yes
One  Wrist  watch Daewoo gents	Watch	Wife  of Mr.  Shaukat  Aziz	Bureaucracy	15/06/2002	1500	0	Yes	Yes
Model  of  Golden	Watch	Wife  of Mr.  Shaukat  Aziz	Gen Mush	17/06/2002	5500	0	Yes	Yes
Golden Coin	Jewellery/Accessories	Wife  of Mr.  Shaukat  Aziz	Gen Mush	20/06/2002	9170	0	Auctioned	"Auctioned
for
Rs.18,312/-"
"One  model  of
Masjid-e- Nabvi"	Decoration Pieces	Wife  of Mr.  Shaukat  Aziz	Military	03/07/2002	60000	7500	Yes	Yes
One Cigar box	Cigar/Cigarettes	Wife  of Mr.  Shaukat  Aziz	Military	03/07/2002	2250	0	Yes	Yes
One  ladies purse	Cigar/Cigarettes	Wife  of Mr.  Shaukat  Aziz	Military	03/07/2002	2250	0	Yes	Yes
"Mobile  Phone
(Motorola V290)"	Phone	Wife  of Mr.  Shaukat  Aziz	Bureaucracy	11/08/2004	5000	0	Yes	Yes
"One  Woolen  Carpet
(6x4)"	Carpet	Wife  of Mr.  Shaukat  Aziz	Gen Mush	12/08/2004	7000	0	Yes	Yes
"One  Scenery
Painting"		Wife  of Mr.  Shaukat  Aziz	Gen Mush	12/08/2004	5000	0	Yes	Yes
Three Piece Tea Set	Crockery	Wife  of Mr.  Shaukat  Aziz	Gen Mush	12/08/2004	4000	0	Yes	Yes
One decoration plate	Decoration Pieces	Wife  of Mr.  Shaukat  Aziz	Gen Mush	12/08/2004	2000	0	Yes	Yes
"One  Radio  and
Recorder"		Wife  of Mr.  Shaukat  Aziz	Gen Mush	12/08/2004	1800	0	Yes	Yes
One wooden box		Wife  of Mr.  Shaukat  Aziz	Gen Mush	12/08/2004	500	0	Yes	Yes
One  Decoration Piece	Decoration Pieces	Wife  of Mr. Muhammad  Nawaz Sharif	Gen Mush	22/01/2002	666	0	Yes	Yes
One gown	Clothes	Wife  of Mr. Muhammad  Nawaz Sharif	Gen Mush	26/01/2002	1250	0	Yes	Yes
One  handmade carpet	Carpet	Wife  of Mr. Muhammad  Nawaz Sharif	Military	11/04/2002	18000	1200	Yes	Yes
One time piece	Decoration Pieces	Wife  of Mr. Muhammad  Nawaz Sharif	Gen Mush	15/04/2002	2200	0	Yes	Yes
One  Ball  Pen (Caran d Ache)	Pen	Wife  of Mr. Muhammad  Nawaz Sharif	Bureaucracy	18/04/2002	1200	0	Yes	Yes
One Bras Plate	Decoration Pieces	Wife  of Mr. Muhammad  Nawaz Sharif	Bureaucracy	18/04/2002	0	0	Yes	Yes
One crystal bowl	Decoration Pieces	Wife  of Mr. Muhammad  Nawaz Sharif	Gen Mush	19/04/2002	2800	0	Yes	Yes
One  decoration piece  of  Metallic plate	Decoration Pieces	Wife  of Mr. Muhammad  Nawaz Sharif	Gen Mush	19/04/2002	0	0	Yes	Yes
One  Short  Gun 12-Bore  (7  Shot Pump  action Daud  Sons Armory)	Weapons	Wife  of Mr. Muhammad  Nawaz Sharif	Gen Mush	30/04/2002	6800	0	Auctioned	"Auctioned
for
Rs.14,000/-"
Two ball pens	Pen	Wife  of Mr. Muhammad  Nawaz Sharif	Gen Mush	03/05/2002	1600	0	Yes	Yes
One  decoration Piece	Decoration Pieces	Wife  of Mr. Muhammad  Nawaz Sharif	Gen Mush	03/05/2002	1100	0	Yes	Yes
Two  large wooden  chess Box	Decoration Pieces	Wife  of Mr. Muhammad  Nawaz Sharif	Gen Mush	06/05/2002	3500	0	Yes	Yes
"Crystal
decoration piece"	Decoration Pieces	Wife  of Mr. Muhammad  Nawaz Sharif	Gen Mush	13/05/2002	1300	0	Yes	Yes
"One  Video
Player  (Shinko
DVD)"	Tech	Wife  of Mr. Muhammad  Nawaz Sharif	Gen Mush	16/05/2002	0	0	Yes	Yes
Parker Pen Set	Pen	Wife  of Mr. Muhammad  Nawaz Sharif	Gen Mush	20/06/2002	3000	0	Auctioned	"Auctioned
for
Rs.4,210/-"
Plaque	Decoration Pieces	Wife  of Mr. Muhammad  Nawaz Sharif	Gen Mush	20/06/2002	1500	0	Auctioned	"Auctioned
for
Rs.411/-"
"Dewaruci
Indonesia  (Sail-
ship  Decoration
Piece)"	Decoration Pieces	Wife  of Mr. Muhammad  Nawaz Sharif	Gen Mush	20/06/2002	1400	0	"Displayed
at
Presidency"	"Displayed
at
Presidency"
